row_index,duplicate_of_row_index,text,matched_text,category,matched_category,same_category,similarity
5540,590,遇到基金纠纷如何维权？,遇到基金纠纷如何维权？,基金,基金,True,0.9999998807907104
5541,553,ppi和cpi的剪刀差对债市影响？,cpi和ppi数据对a股的影响？,债券,股票,False,0.915457010269165
5542,535,股市表现和黄金价格有关系吗？,原油价格和黄金价格有关系吗？,黄金,黄金,True,0.9301912784576416
5543,593,降准对股市是利好为什么有时会跌？,降准对股市是利好为什么有时会跌？,股票,股票,True,1.0
5544,594,碳中和概念股有哪些？,碳中和概念股有哪些？,股票,股票,True,0.9999998807907104
5545,455,基金涨了要不要止盈？,基金涨了要不要止盈？,基金,基金,True,1.000000238418579
5546,596,怎么查可转债的下修条款？,怎么查可转债的下修条款？,债券,债券,True,0.9999999403953552
5547,113,股票开户需要准备什么材料？,如何开通股票账户？需要带什么材料？,股票,股票,True,0.9620789289474487
5548,598,什么是芯片短缺？,什么是芯片短缺？,股票,股票,True,1.0
5549,599,什么是诱多？,什么是诱多？,股票,股票,True,0.9999997615814209
5550,600,什么是存款准备金率？,什么是存款准备金率？,股票,股票,True,1.0
5551,601,比特币支持者常说比特币比黄金好，你怎么看？,比特币支持者常说比特币比黄金好，你怎么看？,黄金,黄金,True,0.9999998211860657
5552,435,期权和期货有什么区别？,什么是期权？和股票有什么关系？（基础了解）,股票,股票,True,0.907607913017273
5553,535,股市表现和黄金价格有关系吗？,原油价格和黄金价格有关系吗？,黄金,黄金,True,0.9301912784576416
5554,604,商品etf和商品期货有什么区别？,商品etf和商品期货有什么区别？,基金,基金,True,0.9999998807907104
5555,455,基金亏损后能否止损？,基金涨了要不要止盈？,基金,基金,True,0.9097908735275269
5556,606,什么是限价委托？什么是市价委托？,什么是限价委托？什么是市价委托？,股票,股票,True,1.0000001192092896
5557,607,持有正股怎么参与可转债配售？,持有正股怎么参与可转债配售？,债券,债券,True,0.9999998807907104
5558,608,企业为什么需要租赁黄金？,企业为什么需要租赁黄金？,黄金,黄金,True,0.9999998807907104
5559,609,普通人能买私募基金吗？,普通人能买私募基金吗？,基金,基金,True,0.9999999403953552
5560,610,如何在银行app上设置黄金的到价提醒？,如何在银行app上设置黄金的到价提醒？,黄金,黄金,True,1.0000001192092896
5561,345,在基金公司官网买基金费率低吗？,在基金公司官网买基金费率低吗？,基金,基金,True,0.9999997615814209
5562,612,什么是中华交易服务中国120指数？,什么是中华交易服务中国120指数？,股票,股票,True,1.0
5563,613,如何查看一只基金的季报、年报？主要关注哪些数据？,如何查看一只基金的季报、年报？主要关注哪些数据？,基金,基金,True,0.9999998807907104
5564,614,为什么我的基金赎回申请失败？,为什么我的基金赎回申请失败？,基金,基金,True,0.9999999403953552
5565,615,打新基金的收益如何？,打新基金的收益如何？,基金,基金,True,1.000000238418579
5566,616,我被套牢了，是该“割肉”还是“补仓”？,我被套牢了，是该“割肉”还是“补仓”？,股票,股票,True,0.9999997615814209
5567,617,一个人可以开几个股票账户？,一个人可以开几个股票账户？,股票,股票,True,0.9999999403953552
5568,618,次贷危机和mbs有什么关系？,次贷危机和mbs有什么关系？,债券,债券,True,1.000000238418579
5569,619,股票账户买基金手续费有优惠吗？,股票账户买基金手续费有优惠吗？,股票,股票,True,0.9999997615814209
5570,402,如何构建一个包含黄金的稳健投资组合？,如何构建自己的投资组合？,黄金,股票,False,0.9118655920028687
5571,621,什么是黄金的“便利收益”？,什么是黄金的“便利收益”？,黄金,黄金,True,0.9999999403953552
5572,622,银行出售的“投资金条”和“工艺金条”有什么不同？回购价格一样吗？,银行出售的“投资金条”和“工艺金条”有什么不同？回购价格一样吗？,黄金,黄金,True,1.000000238418579
5573,623,学习黄金投资，有哪些必读的书籍或资料？,学习黄金投资，有哪些必读的书籍或资料？,黄金,黄金,True,1.0000001192092896
5574,624,纸黄金的报价是参照国际金价还是国内金价？,纸黄金的报价是参照国际金价还是国内金价？,黄金,黄金,True,0.9999999403953552
5575,141,离婚时基金资产怎么分割？,离婚时基金资产怎么分割？,基金,基金,True,0.9999998807907104
5576,626,黄金在伊朗应对制裁中扮演什么角色？,黄金在伊朗应对制裁中扮演什么角色？,黄金,黄金,True,1.0
5577,627,什么是优先股？,什么是优先股？,股票,股票,True,0.9999999403953552
5578,628,如何查看黄金etf的持仓量？,如何查看黄金etf的持仓量？,黄金,黄金,True,1.0000001192092896
5579,356,什么是收盘集合竞价？,什么是集合竞价？,股票,股票,True,0.9259395599365234
5580,630,投资黄金etf有哪些费用（管理费、托管费）？,投资黄金etf有哪些费用（管理费、托管费）？,黄金,黄金,True,0.9999998807907104
5581,631,退休人员适合买基金吗？,退休人员适合买基金吗？,基金,基金,True,1.0000001192092896
5582,632,什么是保险理财？,什么是保险理财？,股票,股票,True,1.0
5583,633,什么是估值定投？,什么是估值定投？,基金,基金,True,0.9999999403953552
5584,634,什么是“浇铸金”和“压铸金”？,什么是“浇铸金”和“压铸金”？,黄金,黄金,True,0.9999997615814209
5585,635,买基金需要交哪些费用？,买基金需要交哪些费用？,基金,基金,True,1.0
5586,636,什么是整体上市？,什么是整体上市？,股票,股票,True,0.9999998807907104
5587,144,债券基金的风险大吗？,债券基金的风险大吗？,基金,基金,True,1.0
5588,638,什么是内盘黄金？什么是外盘黄金？普通人能参与外盘吗？,什么是内盘黄金？什么是外盘黄金？普通人能参与外盘吗？,黄金,黄金,True,1.0000001192092896
5589,401,什么是黄金etf？,什么是黄金etf联接基金？和黄金etf有什么区别？,股票,黄金,False,0.9356772303581238
5590,290,什么是黄金定投？像基金定投一样吗？,黄金定投适合什么样的投资者？,黄金,黄金,True,0.9255673289299011
5591,641,什么是“点心债券”？,什么是“点心债券”？,债券,债券,True,0.9999999403953552
5592,49,场外交易（otc）黄金合法吗？,香港的现货黄金（伦敦金）交易合法吗？,黄金,黄金,True,0.9190411567687988
5593,469,股票涨跌幅限制是多少？,新股上市首日有涨跌幅限制吗？,股票,股票,True,0.9013020992279053
5594,644,地铁几点停运？,地铁几点停运？,非金融,非金融,True,1.0000001192092896
5595,1,现在是牛市还是熊市？,熊市应该怎么操作？,股票,股票,True,0.9101347923278809
5596,646,证券投资者保护基金能保护债券投资者吗？,证券投资者保护基金能保护债券投资者吗？,债券,债券,True,0.9999998807907104
5597,570,什么是t+0交易（全球视角）？,什么是t+1交易制度？,股票,股票,True,0.9214375019073486
5598,648,在退休账户（如ira）里持有黄金有什么规定？,在退休账户（如ira）里持有黄金有什么规定？,黄金,黄金,True,1.0000001192092896
5599,649,什么是黄金期货的成交量？,什么是黄金期货的成交量？,黄金,黄金,True,1.0
5600,650,什么是黄金掉期（互换）？,什么是黄金掉期（互换）？,黄金,黄金,True,1.0
5601,651,投资黄金和购买金首饰是一回事吗？,投资黄金和购买金首饰是一回事吗？,黄金,黄金,True,0.9999999403953552
5602,652,股票投资最大的风险是什么？,股票投资最大的风险是什么？,股票,股票,True,1.000000238418579
5603,667,什么是定投基金？,什么是基金定投止盈？,基金,基金,True,0.9364328980445862
5604,654,基金转换需要手续费吗？,基金转换需要手续费吗？,基金,基金,True,1.0
5605,655,上市公司分红方案在哪里看？什么时候到账？,上市公司分红方案在哪里看？什么时候到账？,股票,股票,True,0.9999998807907104
5606,656,什么是vie架构？,什么是vie架构？,股票,股票,True,1.0
5607,657,什么是实际利率？为什么它比名义利率更重要？,什么是实际利率？为什么它比名义利率更重要？,黄金,黄金,True,1.0
5608,658,什么基金适合一次性买入？,什么基金适合一次性买入？,基金,基金,True,1.0000001192092896
5609,231,什么是内幕交易？,如何避免卷入内幕交易？,股票,股票,True,0.9178544282913208
5610,660,银行买的金条会有假吗？,银行买的金条会有假吗？,黄金,黄金,True,1.0
5611,661,5g黄金是什么？,5g黄金是什么？,黄金,黄金,True,0.9999997615814209
5612,22,进入退市整理期的股票怎么交易？,股票退市了，我手里的股票怎么办？,股票,股票,True,0.9055439829826355
5613,663,可转债的下修对投资者有什么好处？,可转债的下修对投资者有什么好处？,债券,债券,True,0.9999999403953552
5614,148,“上海金”和“伦敦金”谁的影响力更大？,“上海金”和“伦敦金”谁的影响力更大？,黄金,黄金,True,0.9999999403953552
5615,167,日本央行宽松政策对金价有影响吗？,日本央行宽松政策对金价有影响吗？,黄金,黄金,True,1.0
5616,666,融资盘爆仓是什么意思？,融资盘爆仓是什么意思？,股票,股票,True,0.9999997615814209
5617,667,什么是基金定投止盈？,什么是基金定投止盈？,基金,基金,True,1.0
5618,668,如何捕捉市场热点题材？,如何捕捉市场热点题材？,股票,股票,True,0.9999997615814209
5619,669,火星上有黄金吗？对地球金价有影响吗？,火星上有黄金吗？对地球金价有影响吗？,黄金,黄金,True,0.9999996423721313
5620,670,融资买入和普通买入有什么不同？风险在哪里？,融资买入和普通买入有什么不同？风险在哪里？,股票,股票,True,1.0
5621,671,沪深300指数怎么选成分股？,沪深300指数怎么选成分股？,股票,股票,True,0.9999998807907104
5622,672,基金出现溢价买入是好是坏？,基金出现溢价买入是好是坏？,基金,基金,True,0.9999998807907104
5623,279,香港买黄金比内地便宜吗？,香港的黄金市场和内地有什么区别？,黄金,黄金,True,0.9256484508514404
5624,560,什么是量化交易？,什么是量化基金？,股票,基金,False,0.9233462810516357
5625,675,黄金期货的杠杆是什么意思？保证金是怎么计算的？,黄金期货的杠杆是什么意思？保证金是怎么计算的？,黄金,黄金,True,0.9999996423721313
5626,676,什么是行业基金？,什么是行业基金？,基金,基金,True,1.000000238418579
5627,677,什么是场外基金？,什么是场外基金？,基金,基金,True,1.0
5628,678,索罗斯是如何做空黄金的？,索罗斯是如何做空黄金的？,黄金,黄金,True,1.0000001192092896
5629,679,什么是赛道股？,什么是赛道股？,股票,股票,True,0.9999997615814209
5630,480,什么是分红送股？,什么是送转股？,股票,股票,True,0.9080506563186646
5631,681,a股、b股、h股分别是什么意思？我通常能买哪种？,a股、b股、h股分别是什么意思？我通常能买哪种？,股票,股票,True,1.0000001192092896
5632,682,什么是伊斯兰教法下的黄金投资（sharia-compliant gold）？,什么是伊斯兰教法下的黄金投资（sharia-compliant gold）？,黄金,黄金,True,0.9999998807907104
5633,683,什么是游资？,什么是游资？,股票,股票,True,1.0000001192092896
5634,684,什么是美联储议息会议？,什么是美联储议息会议？,股票,股票,True,0.9999998807907104
5635,685,黄金和美元通常是什么关系？,黄金和美元通常是什么关系？,黄金,黄金,True,1.0
5636,686,市场深度不够对债券交易的影响？,市场深度不够对债券交易的影响？,债券,债券,True,1.0
5637,687,什么是k金？24k金是纯金吗？,什么是k金？24k金是纯金吗？,黄金,黄金,True,0.9999998807907104
5638,688,怎么降低基金交易成本？,怎么降低基金交易成本？,基金,基金,True,0.9999997615814209
5639,689,沪深300、中证500、创业板指，这些指数有什么区别？,沪深300、中证500、创业板指，这些指数有什么区别？,基金,基金,True,1.000000238418579
5640,651,投资黄金稳定币和投资实物黄金一样吗？,投资黄金和购买金首饰是一回事吗？,黄金,黄金,True,0.9132311344146729
5641,569,提取大额实物黄金需要什么手续？,提取大额实物黄金需要什么手续？,黄金,黄金,True,1.0000001192092896
5642,692,什么是增持？,什么是增持？,股票,股票,True,0.9999998807907104
5643,693,什么是券款对付（dvp）结算方式？,什么是券款对付（dvp）结算方式？,债券,债券,True,1.0
5644,694,什么是圆弧底？,什么是圆弧底？,股票,股票,True,1.0
5645,695,噪音扰民怎么投诉？,噪音扰民怎么投诉？,非金融,非金融,True,1.0
5646,273,央行出借黄金对市场有什么影响？,央行购金或售金对市场有什么影响？,黄金,黄金,True,0.9353064298629761
5647,697,开通北交所需要什么条件？,开通北交所需要什么条件？,股票,股票,True,0.9999998807907104
5648,698,什么是行权？,什么是行权？,股票,股票,True,1.0000001192092896
5649,255,在中国，保险资金能投资黄金吗？,银行的保险箱业务可以保管黄金吗？,黄金,黄金,True,0.9008734226226807
5650,700,什么是“格林斯潘对策”？对黄金有何影响？,什么是“格林斯潘对策”？对黄金有何影响？,黄金,黄金,True,1.0000001192092896
5651,701,黄金股票和金价的贝塔系数是什么意思？,黄金股票和金价的贝塔系数是什么意思？,黄金,黄金,True,1.0
5652,702,什么是异质波动率？,什么是异质波动率？,股票,股票,True,0.9999998807907104
5653,703,为什么买股票要买龙头股？,为什么买股票要买龙头股？,股票,股票,True,1.000000238418579
5654,704,基金经理变更了怎么办？,基金经理变更了怎么办？,基金,基金,True,1.0
5655,705,什么是穿仓？,什么是穿仓？,股票,股票,True,0.9999998211860657
5656,706,什么是市场风险？遇到股灾，基金该如何应对？,什么是市场风险？遇到股灾，基金该如何应对？,基金,基金,True,1.0000001192092896
5657,707,什么是零息债券？,什么是零息债券？,债券,债券,True,1.0
5658,107,如何评价一个基金经理的能力？要不要看他的从业年限？,如何评价一个基金经理？,基金,基金,True,0.9210694432258606
5659,158,黄金能跑赢通货膨胀吗？,用黄金来对抗货币贬值，效果如何？,黄金,黄金,True,0.906751275062561
5660,710,五星基金就一定好吗？,五星基金就一定好吗？,基金,基金,True,1.0000001192092896
5661,711,什么是岛形反转？,什么是岛形反转？,股票,股票,True,0.9999998807907104
5662,712,投资基金，我需要保留哪些交易凭证和记录？,投资基金，我需要保留哪些交易凭证和记录？,基金,基金,True,1.0
5663,344,黄金投资是长线持有好，还是短线波段好？,长期持有黄金etf合适吗？,黄金,黄金,True,0.9000646471977234
5664,714,面试被问缺点怎么回答？,面试被问缺点怎么回答？,非金融,非金融,True,1.0
5665,715,蓝牙耳机连不上手机怎么办？,蓝牙耳机连不上手机怎么办？,非金融,非金融,True,1.0
5666,716,什么是破净？,什么是破净？,股票,股票,True,0.9999999403953552
5667,103,黄金期货的交易单位是多少（一手多少克）？,黄金期货的交易单位是多少（一手多少克）？,黄金,黄金,True,1.0
5668,718,我应该把多少比例的资产配置在黄金上？,我应该把多少比例的资产配置在黄金上？,黄金,黄金,True,0.9999998807907104
5669,719,限售股解禁是利空吗？,限售股解禁是利空吗？,股票,股票,True,0.9999999403953552
5670,720,债券被列入评级观察名单多久会有结果？,债券被列入评级观察名单多久会有结果？,债券,债券,True,1.0
5671,721,qfii的持仓值得跟吗？,qfii的持仓值得跟吗？,股票,股票,True,1.0
5672,722,什么是主升浪？,什么是主升浪？,股票,股票,True,0.9999998807907104
5673,723,如何给科技股估值？,如何给科技股估值？,股票,股票,True,1.0000001192092896
5674,724,什么是行业etf？买行业etf是不是比买个股风险小？,什么是行业etf？买行业etf是不是比买个股风险小？,股票,股票,True,0.9999997615814209
5675,402,自己构建基金组合要注意什么？,如何构建自己的投资组合？,基金,股票,False,0.9084981679916382
5676,288,如何计算可转债的转股价值？什么时候转股划算？,可转债的转股价格会调整吗？除权除息怎么调？,债券,债券,True,0.9067916870117188
5677,727,什么是目标投？,什么是目标投？,基金,基金,True,1.000000238418579
5678,728,中签后忘记缴款怎么办？,中签后忘记缴款怎么办？,股票,股票,True,1.0
5679,729,定增基金现在怎么样？,定增基金现在怎么样？,基金,基金,True,1.0
5680,730,黄酒、葡萄酒股票能买吗？,黄酒、葡萄酒股票能买吗？,股票,股票,True,0.9999998807907104
5681,731,债券持有人如何维权？,债券持有人如何维权？,债券,债券,True,1.0
5682,732,如何看待“中国大妈”抢购黄金的现象？,如何看待“中国大妈”抢购黄金的现象？,黄金,黄金,True,1.0
5683,67,债券etf的分红怎么处理？,基金的分红方式有哪些？,债券,基金,False,0.9059264063835144
5684,301,全面注册制实施后，对散户炒股有什么影响？是不是更难赚钱了？,注册制对散户有什么影响？,股票,股票,True,0.9520337581634521
5685,735,黄金etf的涨跌幅限制是多少？,黄金etf的涨跌幅限制是多少？,黄金,黄金,True,1.0
5686,404,什么是商誉减值？,商誉减值对股价影响大吗？,股票,股票,True,0.9126344919204712
5687,24,2015年股灾的原因是什么？,2015年大牛市是怎么回事？,股票,股票,True,0.9043609499931335
5688,738,什么是货币etf？,什么是货币etf？,基金,基金,True,1.000000238418579
5689,739,缺口一定会回补吗？,缺口一定会回补吗？,股票,股票,True,1.0
5690,740,什么是新能源汽车产业链？,什么是新能源汽车产业链？,股票,股票,True,1.0
5691,26,黄金交易需要缴纳个人所得税吗？,个人纸黄金交易的收益，需要缴纳个人所得税吗？,黄金,黄金,True,0.9702392816543579
5692,742,5g时代通信股的机会在哪里？,5g时代通信股的机会在哪里？,股票,股票,True,1.0000001192092896
5693,743,什么是动量效应？,什么是动量效应？,股票,股票,True,0.9999999403953552
5694,105,为什么金本位制会崩溃？,如果恢复金本位制会怎么样？,黄金,黄金,True,0.901718020439148
5695,745,极端情况下，黄金真的能换到粮食吗？,极端情况下，黄金真的能换到粮食吗？,黄金,黄金,True,0.9999999403953552
5696,746,黄金矿山的生产成本是多少？这会影响金价吗？,黄金矿山的生产成本是多少？这会影响金价吗？,黄金,黄金,True,1.0000001192092896
5697,747,个人买卖黄金有额度限制吗？,个人买卖黄金有额度限制吗？,黄金,黄金,True,0.9999997615814209
5698,262,央行加息对债券市场是利好还是利空？,降息对债券基金是利好吗？,债券,基金,False,0.9214057922363281
5699,738,什么是etf？,什么是货币etf？,股票,基金,False,0.936754047870636
5700,67,如何修改基金的分红方式？,基金的分红方式有哪些？,基金,基金,True,0.9193545579910278
5701,751,5g建设进展如何？,5g建设进展如何？,股票,股票,True,1.0000001192092896
5702,752,什么是“上海金”？和国际金价有什么关系？,什么是“上海金”？和国际金价有什么关系？,黄金,黄金,True,1.0
5703,753,股票封涨停板了还能买进去吗？,股票封涨停板了还能买进去吗？,股票,股票,True,0.9999998807907104
5704,754,房东不退押金怎么办？,房东不退押金怎么办？,非金融,非金融,True,0.9999999403953552
5705,121,什么是管理费？什么是托管费？这些费用每天扣吗？,什么是托管费？,基金,基金,True,0.9348717927932739
5706,756,什么是猪周期？,什么是猪周期？,股票,股票,True,1.0
5707,299,极端恐怖袭击事件后，黄金价格通常怎么走？,国际局势紧张（战争、地缘政治）时，黄金价格一般怎么走？,黄金,黄金,True,0.9210063815116882
5708,758,我总是一买就跌，一卖就涨，怎么办？,我总是一买就跌，一卖就涨，怎么办？,股票,股票,True,0.9999998807907104
5709,320,什么是基金的建仓期？,什么是建仓期？,基金,股票,False,0.9519217014312744
5710,760,什么是安防行业？,什么是安防行业？,股票,股票,True,1.0
5711,204,黄金和比特币，都说自己是数字黄金，哪个更靠谱？,黄金和数字货币（如比特币）有什么异同？,黄金,黄金,True,0.9303828477859497
5712,390,支付宝里的黄金是黄金etf吗？,支付宝里的黄金是黄金etf吗？,黄金,黄金,True,1.0
5713,763,利率（特别是美联储加息/降息）如何影响黄金？,利率（特别是美联储加息/降息）如何影响黄金？,黄金,黄金,True,1.0000003576278687
5714,764,小区停车费收费不合理怎么办？,小区停车费收费不合理怎么办？,非金融,非金融,True,1.0
5715,765,淘宝买东西怎么退货？,淘宝买东西怎么退货？,非金融,非金融,True,0.9999998807907104
5716,766,购买黄金时，证书重要吗？,购买黄金时，证书重要吗？,黄金,黄金,True,1.0000001192092896
5717,767,金价会跌回十年前的水平吗？,金价会跌回十年前的水平吗？,黄金,黄金,True,1.0
5718,400,黄金股的走势和金价走势有什么关系？为什么有时金价涨，黄金股不涨？,当金价上涨10%，黄金股一般会涨多少？,黄金,黄金,True,0.902121365070343
5719,769,什么是精选层、创新层、基础层？,什么是精选层、创新层、基础层？,股票,股票,True,0.9999999403953552
5720,770,什么是成长型基金？什么是价值型基金？,什么是成长型基金？什么是价值型基金？,基金,基金,True,1.0000001192092896
5721,771,什么是贴权？,什么是贴权？,股票,股票,True,1.0
5722,772,2008年金融危机前后，黄金的价格走势如何？,2008年金融危机前后，黄金的价格走势如何？,黄金,黄金,True,0.9999997615814209
5723,773,5g和4g有什么区别？,5g和4g有什么区别？,非金融,非金融,True,0.9999998211860657
5724,774,美股和a股交易规则有什么不同？,美股和a股交易规则有什么不同？,股票,股票,True,0.9999998807907104
5725,775,智能投顾有用吗？,智能投顾有用吗？,股票,股票,True,1.0
5726,776,什么是资金博弈？,什么是资金博弈？,股票,股票,True,0.9999999403953552
5727,777,什么是主板、创业板、科创板？,什么是主板、创业板、科创板？,股票,股票,True,1.0
5728,778,黄金可以和铂金一起佩戴吗？,黄金可以和铂金一起佩戴吗？,黄金,黄金,True,1.0
5729,573,什么时候应该重仓？,什么时候应该空仓？,股票,股票,True,0.9171783924102783
5730,780,交叉违约条款怎么保护投资者？,交叉违约条款怎么保护投资者？,债券,债券,True,0.9999998807907104
5731,781,券商买基金有什么优势？,券商买基金有什么优势？,基金,基金,True,0.9999997615814209
5732,782,什么是“所有资产都被抛售，只为换取现金”的情况？,什么是“所有资产都被抛售，只为换取现金”的情况？,黄金,黄金,True,1.0000001192092896
5733,783,为什么我看基金涨了，但账户收益没涨那么多？是不是扣了隐性费用？,为什么我看基金涨了，但账户收益没涨那么多？是不是扣了隐性费用？,基金,基金,True,1.0
5734,632,什么是保险理财？,什么是保险理财？,股票,股票,True,1.0
5735,785,基金前五大重仓债券暴雷了怎么办？,基金前五大重仓债券暴雷了怎么办？,债券,债券,True,1.0
5736,675,什么是保证金交易？黄金期货的保证金比例是多少？,黄金期货的杠杆是什么意思？保证金是怎么计算的？,黄金,黄金,True,0.9441267251968384
5737,787,纸黄金的交易时间是怎么样的？是24小时交易吗？,纸黄金的交易时间是怎么样的？是24小时交易吗？,黄金,黄金,True,1.0
5738,788,巨潮资讯网怎么用？,巨潮资讯网怎么用？,股票,股票,True,0.9999999403953552
5739,4,什么是发起式基金？,发起式基金有什么特殊之处？,基金,基金,True,0.9588973522186279
5740,790,晨星评级是什么意思？,晨星评级是什么意思？,基金,基金,True,1.0
5741,791,什么是博傻理论？,什么是博傻理论？,股票,股票,True,1.0
5742,792,黄金艺术品适合投资吗？,黄金艺术品适合投资吗？,黄金,黄金,True,1.0000001192092896
5743,793,商标怎么注册？,商标怎么注册？,非金融,非金融,True,0.9999998807907104
5744,102,什么是独角兽企业？,什么是独角兽概念股？,股票,股票,True,0.9261674880981445
5745,795,所谓的“伦敦金定盘价”操纵案是怎么回事？,所谓的“伦敦金定盘价”操纵案是怎么回事？,黄金,黄金,True,1.000000238418579
5746,796,什么是基金招募说明书？,什么是基金招募说明书？,基金,基金,True,1.0
5747,797,今天天气怎么样？,今天天气怎么样？,非金融,非金融,True,1.0
5748,798,基金也能参与定增吗？,基金也能参与定增吗？,基金,基金,True,1.0000001192092896
5749,799,定投应该选主动管理基金还是指数基金？,定投应该选主动管理基金还是指数基金？,基金,基金,True,1.0
5750,800,股票账户休眠了怎么办？,股票账户休眠了怎么办？,股票,股票,True,1.0
5751,801,期货的杠杆效应是什么？,期货的杠杆效应是什么？,股票,股票,True,1.0
5752,802,什么是混合所有制改革？,什么是混合所有制改革？,股票,股票,True,1.0
5753,803,什么是计算机应用？,什么是计算机应用？,股票,股票,True,1.0
5754,401,什么是黄金etf联接基金？和黄金etf有什么区别？,什么是黄金etf联接基金？和黄金etf有什么区别？,黄金,黄金,True,0.9999999403953552
5755,805,什么是大数据概念？,什么是大数据概念？,股票,股票,True,1.0
5756,806,什么是羊群效应？,什么是羊群效应？,股票,股票,True,1.0
5757,807,中短债基金和货币基金哪个收益高？,中短债基金和货币基金哪个收益高？,债券,债券,True,1.0
5758,808,疫情对旅游股的影响何时结束？,疫情对旅游股的影响何时结束？,股票,股票,True,0.9999998807907104
5759,809,银行理财还能保本吗？,银行理财还能保本吗？,股票,股票,True,1.000000238418579
5760,810,什么是大消费板块？,什么是大消费板块？,股票,股票,True,1.0000001192092896
5761,811,什么是macd指标？,什么是macd指标？,股票,股票,True,1.0
5762,812,京东方a和tcl科技怎么选？,京东方a和tcl科技怎么选？,股票,股票,True,1.0000001192092896
5763,813,评级机构的收费标准是怎样的？,评级机构的收费标准是怎样的？,债券,债券,True,1.0000001192092896
5764,814,如何成为私募基金经理？,如何成为私募基金经理？,股票,股票,True,1.0
5765,208,北交所和新三板是什么关系？,北交所和新三板是什么关系？,股票,股票,True,0.9999998807907104
5766,816,什么是沙金？它值钱吗？,什么是沙金？它值钱吗？,黄金,黄金,True,0.9999998807907104
5767,817,什么是强行平仓？,什么是强行平仓？,黄金,黄金,True,1.0
5768,818,什么是高收益债？也叫垃圾债吗？,什么是高收益债？也叫垃圾债吗？,债券,债券,True,0.9999998807907104
5769,819,基金吧里的评论能信吗？,基金吧里的评论能信吗？,基金,基金,True,1.0000001192092896
5770,441,忘记配股缴款了怎么办？,忘记配股缴款了怎么办？,股票,股票,True,0.9999998211860657
5771,821,国家宣布进入紧急状态，黄金会怎样？,国家宣布进入紧急状态，黄金会怎样？,黄金,黄金,True,1.0000001192092896
5772,822,拿不住基金怎么办？,拿不住基金怎么办？,基金,基金,True,0.9999999403953552
5773,823,什么是短期融资券？,什么是短期融资券？,债券,债券,True,1.0000001192092896
5774,824,什么是流动性风险？为什么有的基金赎回很慢？,什么是流动性风险？为什么有的基金赎回很慢？,基金,基金,True,0.9999998807907104
5775,825,什么是通信股？,什么是通信股？,股票,股票,True,1.0000001192092896
5776,826,什么是雪球产品？,什么是雪球产品？,股票,股票,True,1.0
5777,827,为什么国际市场休市时，国内金价也可能波动？,为什么国际市场休市时，国内金价也可能波动？,黄金,黄金,True,1.0000001192092896
5778,828,什么是qdii基金？想投资美股、港股是不是买它就对了？,什么是qdii基金？想投资美股、港股是不是买它就对了？,基金,基金,True,1.0
5779,622,银行卖的金条和金店卖的金条有什么区别？,银行出售的“投资金条”和“工艺金条”有什么不同？回购价格一样吗？,黄金,黄金,True,0.9283362627029419
5780,830,什么是债券的oas（期权调整利差）？,什么是债券的oas（期权调整利差）？,债券,债券,True,1.0
5781,831,债券基金为什么会跌？,债券基金为什么会跌？,基金,基金,True,1.0
5782,832,ai炒股比基金经理厉害吗？,ai炒股比基金经理厉害吗？,基金,基金,True,1.0000003576278687
5783,833,什么是金字塔加仓法？,什么是金字塔加仓法？,股票,股票,True,0.9999998807907104
5784,834,什么是破发？,什么是破发？,股票,股票,True,1.000000238418579
5785,144,投资债券会亏钱吗？主要有哪些风险？,债券基金的风险大吗？,债券,基金,False,0.9234508275985718
5786,836,投资黄金最大的风险是什么？,投资黄金最大的风险是什么？,黄金,黄金,True,0.9999997615814209
5787,837,休眠的基金账户会收费吗？,休眠的基金账户会收费吗？,基金,基金,True,0.9999998807907104
5788,838,什么是金章？和金条有什么区别？,什么是金章？和金条有什么区别？,黄金,黄金,True,1.0000001192092896
5789,839,什么是浮动净值型货币基金？,什么是浮动净值型货币基金？,基金,基金,True,1.000000238418579
5790,840,黄金投资的最高境界是什么？,黄金投资的最高境界是什么？,黄金,黄金,True,0.9999997615814209
5791,359,市场过热时该不该买入黄金？,现在这个时间点（某个特定时刻，如春节前）适合买黄金吗？,黄金,黄金,True,0.9216578602790833
5792,842,如何给孩子讲解黄金的价值？,如何给孩子讲解黄金的价值？,黄金,黄金,True,1.0
5793,796,招募说明书主要看哪些内容？,什么是基金招募说明书？,基金,基金,True,0.9074543118476868
5794,844,离婚协议书怎么写？,离婚协议书怎么写？,非金融,非金融,True,1.0
5795,845,什么是地方政府债券？,什么是地方政府债券？,债券,债券,True,1.000000238418579
5796,501,保险股的投资价值怎么看？,如何给保险股估值？,股票,股票,True,0.9377468824386597
5797,847,什么是通货膨胀？,什么是通货膨胀？,股票,股票,True,0.9999997615814209
5798,848,如何设置股价提醒？,如何设置股价提醒？,股票,股票,True,1.0000001192092896
5799,849,互换通对债券市场的影响？,互换通对债券市场的影响？,债券,债券,True,0.9999998807907104
5800,850,股票交易佣金可以调低吗？,股票交易佣金可以调低吗？,股票,股票,True,1.0000001192092896
5801,851,什么是上海黄金交易所（sge）？,什么是上海黄金交易所（sge）？,黄金,黄金,True,0.9999999403953552
5802,852,什么是盈利收益率？,什么是盈利收益率？,基金,基金,True,0.9999997615814209
5803,853,什么是金箔？金箔是投资品吗？,什么是金箔？金箔是投资品吗？,黄金,黄金,True,0.9999999403953552
